label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
3	166 N	1.2664	RABBIT	San Francisco	0.0722 mph	-0.3479	0.7364 m^3	54	616	-0.8492	-723	1292	-190	-517
0	98 N	1.1296	reptile	Chula Vista, Irvine, Fresno, Long Beach, Fremont	1.02 mph	2.4007	-0.4046 m^3	-426	1177	0.4117	-92	514	1042	39
0	-295 N	0.3794	reptile	Sacramento	1.3279 mph	1.2044	0.5253 m^3	-172	629	-0.6883	213	1000	1535	610
3	196 N	-0.1971	ferret	Stockton, Santa Ana	-0.0006 mph	-1.1105	0.3242 m^3	933	749	-0.9318	-1048	-360	1564	-673
2	641 N	1.0219	bird	Anaheim, Oakland, San Jose, Los Angeles	0.7473 mph	0.4813	-1.7088 m^3	-363	663	0.9976	-231	-182	929	-1102
3	1494 N	0.8763	ferret	Fremont, Chula Vista, Fresno, San Diego, Long Beach, Bakersfield	0.3361 mph	0.7937	0.9135 m^3	598	907	0.1901	779	428	1347	243
3	1227 N	0.5298	ferret	Santa Ana, San Francisco	-0.8965 mph	0.2544	0.0639 m^3	-178	394	-0.7876	488	-183	1232	75
0	645 N	1.2302	reptile	NULL	-0.1585 mph	-0.0251	1.3298 m^3	-926	1002	0.4602	-44	87	1486	503
2	1571 N	0.5116	HAMSTER	San Bernardino, Modesto	0.3963 mph	-1.1135	0.3232 m^3	-635	-750	0.2982	-633	811	615	-367
3	1744 N	-0.6638	rabbit	Bakersfield, Fremont, Chula Vista	-0.5707 mph	-0.0767	1.0749 m^3	-1105	943	-0.1545	-1324	796	1864	293
2	375 N	0.4193	guinea pig	Los Angeles	0.0615 mph		-0.3695 m^3	-844	612	1.6612	-298	811	461	862
3	-1796 N	-0.439	rabbit	Santa Ana, Stockton	0.3796 mph	-0.0284	0.8061 m^3	-977	457	-0.3762	1038	670	1279	-759
2	673 N	-0.0562	cat	Anaheim	0.2493 mph	0.3358	2.173 m^3	972	-1026	-0.3916	-644	1540	-292	610
0	890 N	1.4818	chicken	San Diego, Chula Vista, Bakersfield	1.1571 mph	0.7669	-0.3952 m^3	637	745	0.5805	712	390	129	-1031
0	NULL	0.5325	reptile	Fresno	1.1992 mph	0.7362	-0.5742 m^3	-441	-349	None	1433	1456	1823	-291
1	1593 N	0.1309	rat	Sacramento	-0.1164 mph	1.3	-1.3613 m^3	1568	11	0.6122	1252	1165	-653	-66
3	790 N	-0.5481	ferret	Stockton, Santa Ana	-0.9839 mph	0.1555	-1.481 m^3	983	1133	-0.1977	-201	269	390	-609
3	-1656 N	-0.0903	ferret	Santa Ana, San Francisco	0.066 mph	1.5618	0.331 m^3	-149	-40	-0.1088	-361	274	1081	689
1	-908 N	-1.0622	fish	Santa Clarita, Sacramento	0.8049 mph	0.5631	1.5285 m^3	560	992	0.2024	328	-814	214	1498
2	1582 N	0.6378	cat	Los Angeles, Oakland, San Bernardino, San Jose, Moreno Valley	?	1.2351	1.7445 m^3	578	324	-0.0257	-407	-695	1549	-392
2	2200 N	0.2359	cat	San Bernardino, Modesto, Anaheim	0.4854 mph	0.2676	0.4565 m^3	357		1.8005	416	334	-116	0
1	85 N	1.1178	fish	Sacramento, Santa Clarita	1.5197 mph	0.5663	0.7212 m^3	2307	-490	-0.437	-721	6	-183	-242
1	100 N	0.8674	rat	Sacramento, Santa Clarita	0.0216 mph	0.9277	-0.151 m^3	734	90	1.6208	1530	-373	-1620	706
0	1155 N	-0.1169	reptile	Long Beach, Fremont, Irvine, Chula Vista, Bakersfield	-1.0344 mph	0.8606	0.456 m^3	1404	1047	-0.0631	1665	-31	1256	-1879
3	-170 N	-0.617	ferret	Santa Ana, Stockton	0.2876 mph	1.1534	0.3073 m^3	NULL	-427	-0.3375	-216	215	-72	311
1	-316 N	1.5695	fish	Santa Clarita, Sacramento	0.7188 mph	-0.3887	0.7127 m^3	321	1255	1.2912	-2017	1294	-764	387
1	-158 N	0.0835	fish	Santa Clarita	0.3359 mph	0.4353	0.8312 m^3	284	1168	0.2961	393	-702	-893	-197
2	2511 N	0.1023	guinea pig	Anaheim, Moreno Valley, San Bernardino, Modesto, Los Angeles, Oakland	0.7931 mph	0.0749	1.686 m^3	-418	851	0.607	-560	1186	945	NULL
0	-518 N	1.81	reptile	Chula Vista, Fremont, San Diego, Bakersfield	0.8635 mph	2.0105	-0.6672 m^3	-57	2231	-0.1686	-186	-509	717	-763
2	540 N	-1.403	pig	Santa Clarita, Riverside	0.1948 mph	0.6771	0.9982 m^3	-167	1111	0.7655	-836	1194	133	-1528
2	-199 N	-0.5594	bird	Oakland, San Jose, Los Angeles, Modesto	0.7531 mph	1.3453	2.1563 m^3	-281	1289	0.8837	352	-277	1515	2295
0	-128 N	-0.0332	rabbit	Long Beach, Fremont, Bakersfield	1.0298 mph	1.4578	0.3319 m^3	289	138	1.4305	-252	-1009	1329	-1051
2	2083 N	-0.8095	cat	San Jose, Anaheim, Los Angeles, San Bernardino, Moreno Valley	0.943 mph	-0.2249	1.1712 m^3	779	644	N/A	-1637	480	1570	1092
2	2171 N	1.3006	hamster	Modesto, Los Angeles, San Bernardino, San Jose, Anaheim, Oakland	0.2254 mph	0.1369	0.3262 m^3	696	464	0.1294	-1284	783	128	335
1	142 N	2.0458	rat	Sacramento	0.2873 mph	0.4841	1.1828 m^3	125	437	0.3187	-1240	431	-1116	1223
3	1379 N	0.4128	rabbit	Santa Ana, Stockton	0.8892 mph	0.0026	1.2499 m^3	975	514	0.2593	-137	117	731	988
0	302 N	-0.302	dog	San Diego, Fremont, Irvine	0.0487 mph	-0.0276	-0.3661 m^3	251	1267	-0.3492	1999	347	1239	-1335
2	1881 N	0.2973	hamster	Modesto	1.2488 mph	0.784	-0.2088 m^3	808	-677	0.491	-414	843	1842	10
2	909 N	-1.1583	bird	San Jose, Modesto, Oakland, San Bernardino	1.2059 mph	-0.8127	1.0392 m^3	43	-56	0.1743	799	1558	1523	-528
3	-1047 N	0.5924	rabbit	San Francisco, Santa Ana	-0.2235 mph	0.9343	1.1546 m^3	295	414	0.0553	340	897	1197	1809
0	-262 N	0.7977	rabbit	Fresno, Irvine, Long Beach, Bakersfield	-0.2568 mph	0.4862	-0.0756 m^3	-481	-440	0.9879	766	-188	429	-283
0	559 N	1.2903	chicken	Fremont, Fresno, Chula Vista, Long Beach	0.7367 mph	0.9696	0.4077 m^3	172	1421	0.5068	2010	191	-1	676
2	2205 N	-0.5615	pig	San Bernardino, Modesto, San Jose, Los Angeles, Oakland, Anaheim	0.7161 mph	0.3951	0.2929 m^3	-890	792	0.7345	-338	776	222	-601
3	958 N	0.3203	rabbit	San Francisco	0.0132 mph	-0.6421	-0.0746 m^3	506	-206	0.2575	1240	-371	-13	1366
0	753 N	1.7939	chicken	Bakersfield, Fremont, Irvine, Fresno, Chula Vista	0.4672 mph	-0.1464	-0.3808 m^3	-420	1621	-0.4554	1472	-1051	1061	180
3	700 N	0.8401	rabbit	Stockton, San Francisco	-0.6045 mph	0.0814	-1.0238 m^3	-518	535	-0.1286	-918	-904	716	272
1	-748 N	1.2978	RAT	Sacramento	1.1146 mph	0.2063	-0.6151 m^3	1536	-451	-0.5185	759	62	2053	151
1	860 N	-0.1901	ferret	Santa Ana	-0.2122 mph	0.7089	0.695 m^3	N/A	-347	1.2534	-946	1023	-1106	758
0	-845 N	0.4957	dog	San Diego	2.0894 mph	1.8458	0.1358 m^3	-240	-105	0.441	2605	911	941	-1637
1	-1069 N	0.7271	fish	Santa Clarita	0.3991 mph	-0.1686	0.4609 m^3	1640	614	0.365	159	-394	1357	-1207
2	585 N	-0.0723	cat	Oakland, Moreno Valley, Modesto, San Jose, Anaheim	1.1351 mph	0.0471	0.1621 m^3	523	306	0.5534	-558	1179	-248	-1040
3	577 N	2.0704	rabbit	San Francisco, Santa Ana	0.548 mph	-0.2418	1.4332 m^3	-725	627	0.4329	400	-61	2489	-957
2	402 N	-0.3772	bird	San Jose, Los Angeles, Modesto	1.1699 mph	1.3425	0.2347 m^3	-667	-479	-1.3432	-2134	1824	738	1316
0	-1174 N	-0.0592	chicken	Irvine, Fresno, Fremont, Long Beach	0.9638 mph	0.7787	0.3391 m^3	239	1157	-0.3034	394	-222	1664	1010
1	280 N	2.2366	fish	Santa Clarita	0.2489 mph	1.0461	1.2347 m^3	270	-551	0.409	-286	1908	767	1253
1	1564 N	-0.0283	rat	Sacramento	1.2714 mph	1.1021	0.8246 m^3	601	933	-1.2098	-1804	-370	1014	-698
2	-77 N	-0.3982	hamster	Los Angeles, Modesto, Moreno Valley	0.7382 mph	-0.1767	0.9368 m^3	-438	-153	0.1174	106	-342	556	1789
0	-305 N	-0.0278	dog	Irvine, Chula Vista, Long Beach, Fresno, San Diego	-0.2861 mph	1.8343	0.0857 m^3	721	921	0.2807	1006	-880	1212	-2285
1	-378 N	-0.1036	rat	Santa Clarita	0.3833 mph	1.0982	1.4125 m^3	1193	995	-0.181	461	-307	NULL	-604
1	-764 N	3.779	rat	Riverside, Sacramento	0.1982 mph	0.1022	0.1858 m^3	-1467	325	-0.3254	-1714	-624	1089	662
2	1827 N	0.71	guinea pig	San Bernardino, Los Angeles, Modesto	1.5841 mph	-0.8347	0.6626 m^3	-581	-197	1.1782	1383	83	677	-94
0	-285 N	0.576	hamster	Fremont, Fresno, Irvine, Bakersfield, Long Beach, Chula Vista	0.8187 mph	0.3114	-0.361 m^3	1018	-257	1.1383	1471	855	486	-127
3	400 N	0.4779	rabbit	Santa Ana	-1.1128 mph	-0.3304	0.8719 m^3	292	454	-0.0315	829	523	46	420
3	586 N	-0.7836	rabbit	San Francisco, Santa Ana	0.4774 mph	0.3062	0.1343 m^3	-340	-683	-0.2128	-58	1475	813	662
3	3507 N	-0.6659	ferret	Santa Ana	0.2995 mph	1.0646	0.6242 m^3	1605	1184	0.7123	-399	-628	405	-1065
2	1919 N	1.4352	bird	Oakland, Anaheim, Los Angeles, Moreno Valley, Modesto, San Bernardino	0.8087 mph	0.0588	-0.5336 m^3	-734	147	0.9013	277	109	522	-383
3	-138 N	-0.1833	rabbit	San Francisco, Santa Ana	-0.4072 mph	1.1263	0.6851 m^3	410	1078	0.6443	-268	994	-241	437
0	625 N	-0.451	bird	Bakersfield, Fresno	0.3019 mph	2.5462	-0.7842 m^3	-122	-907	0.4967	1067	1093	1289	2183
3	N/A	-0.2145	ferret	San Francisco	0.2216 mph	-0.3109	-0.3144 m^3	687	-186	0.4231	68	175	1176	286
1	1479 N	0.3541	fish	Riverside	-0.2084 mph	-0.4841	0.8226 m^3	1272	941	0.5179	-1286	1074	1774	-637
2	1642 N	-0.1852	cat	Modesto, Los Angeles, Oakland, Moreno Valley, San Bernardino	0.2611 mph	0.9994	-0.0913 m^3	-1005	-872	0.0563	2213	-313	1950	-349
2	-972 N	-0.0049	cat	San Jose	0.6477 mph	0.5811	1.5818 m^3	-954	484	1.2306	696	1979	2091	298
1	295 N	-0.032	rat	Riverside, Santa Clarita	1.2552 mph	-0.0511	0.0653 m^3	1363	1022	0.6015	30	328	218	-907
0	-42 N	0.3778	chicken	Fresno, Fremont, San Diego	-0.0875 mph	0.992	-1.1251 m^3	-985	1224	1.7726	3759	-598	1417	-847
0	901 N	1.4764	dog	Fremont, Bakersfield, San Diego, Long Beach, Fresno	0.9058 mph	0.8323	0.0038 m^3	-352	517	-0.8189	413	340	1033	997
3	-2164 N	0.3906	ferret	San Francisco	-1.3588 mph	-0.5775	-0.7098 m^3	-206	179	0.803	310	292	1050	353
3	-358 N	0.6196	ferret	San Francisco, Santa Ana	0.8499 mph	-0.8981	1.6739 m^3	-324	217	-0.429	-430	392	-321	134
0	846 N	0.7609	cat	Stockton	-0.363 mph	1.0641	1.5325 m^3	410	-128	-0.6525	872	-27	-14	-387
2	1433 N	-0.5859	hamster	Modesto, Los Angeles, Moreno Valley	1.3207 mph	-1.5643	1.2088 m^3	-792	n/a	0.8795	726	1199	1116	-843
3	-1385 N	-0.4857	ferret	San Francisco, Santa Ana	-0.195 mph	0.0056	1.6698 m^3	-1534	891	1.2717	-929	-336	2136	131
1	433 N	0.743	rabbit	Riverside	1.6111 mph	0.1101	1.4251 m^3	1184	277	0.1061	-263	1531	1711	1598
3	1491 N	-0.773	rabbit	Santa Ana, Stockton	0.8982 mph	-0.578	1.4223 m^3	-72	946	-0.1166	386	1195	901	-744
3	-1103 N	0.1965	ferret	San Francisco	-0.2526 mph	-0.3028	0.8159 m^3	260	190	0.0007	2348	288	413	-166
1	714 N	0.0075	fish	Santa Clarita	0.4072 mph	-0.313	1.3802 m^3	1734	-45	0.4444	-961	938	-301	1407
2	2717 N	0.7963	pig	Anaheim, Modesto, San Bernardino, Los Angeles, Moreno Valley, Oakland	0.6086 mph	-0.7725	2.4287 m^3	-548	680	0.1645	-1172	139	1000	740
0	-916 N	1.5001	dog	Long Beach	0.7769 mph	2.2973	0.2333 m^3	-429	1093	0.375	177	9	-66	1288
0	-158 N	1.1659	chicken	Long Beach, Bakersfield, Irvine	-0.6419 mph		-0.9802 m^3	-377	392	0.2435	-55	534	709	1176
3	37 N	1.8682	ferret	Santa Ana	-0.4804 mph	0.554	0.2466 m^3	-26	1036	1.0052	-361	-795	-481	36
3	324 N	0.1284	rabbit	Santa Ana	0.326 mph	1.4324	0.7389 m^3	24	1376	1.1009	1122	-384	2138	265
0	-568 N	1.3948	reptile	Bakersfield	0.4237 mph	1.338	-1.5681 m^3	-1656	-196	0.5353	-1036	-82	1161	1679
2	-444 N	0.7606	cat	San Jose, San Bernardino, Modesto, Los Angeles, Moreno Valley, Oakland	1.5831 mph	0.4721	1.3314 m^3	1168	461	1.4976	-249	1153	1774	941
0	-1428 N	-0.2138	bird	Long Beach, Fremont, San Diego, Bakersfield	-0.2456 mph	1.3646	-0.6349 m^3	685	697	-0.0374	514	1431	-357	-957
2	1885 N	1.5423	bird	Oakland, Los Angeles, San Jose, Modesto, San Bernardino, Moreno Valley	0.5389 mph	0.4151	0.4205 m^3	-95	472	1.2262	1609	-162	1459	383
0	2003 N	0.5475	RABBIT	Fremont, Fresno, Bakersfield	0.2802 mph	0.2971	-0.1694 m^3	1538	1225	2.1904	1937	1300	25	1099
3	2174 N	-0.913	FERRET	Santa Ana	1.6355 mph	1.6248	0.2283 m^3	478	-237	-1.1141	807	-196	1678	-292
2	None	0.4633	hamster	Oakland, Moreno Valley	1.1066 mph	0.2622	1.3226 m^3	427	484	0.1487	665	670	513	1199
2	2968 N	-0.2518	GUINEA PIG	Oakland, San Jose	-0.8163 mph	0.2183	-2.0947 m^3	86	-859	0.9483	208	93	679	1160
3	364 N	1.6826	hamster	Stockton, Santa Ana	-0.8688 mph	0.8416	1.7541 m^3	202	778	0.3284	2863	-402	384	573
1	2458 N	0.2898	rat	Santa Clarita	-0.0113 mph	0.0593	0.0928 m^3	222	998	-0.1261	440	168	672	1831
2	520 N	1.3637	pig	Anaheim, San Bernardino, Los Angeles, Modesto, Oakland, San Jose	0.2247 mph	0.4558	0.9284 m^3	-18	241	-0.2254	-394	901	498	-1256
3	1719 N	1.7939	RABBIT	Stockton	-0.0298 mph	0.8702	1.1623 m^3	1157	1122	0.3211	-969	-936	1688	152
1	-1106 N	0.7121	rat	Riverside	1.4228 mph	0.17	1.9143 m^3	835	272	1.0934	-1022	375	-63	-663
0	-1382 N	2.3271	rabbit	Fresno, San Diego, Bakersfield	0.7427 mph	0.3493	-1.1323 m^3	-1956	1336	1.2192	262	1055	1017	247
0	-81 N	0.3103	reptile	Irvine, Chula Vista, San Diego, Fremont	0.0986 mph	0.2323	1.7397 m^3	612	991	0.092	-336	229	-322	-1058
1	636 N	1.3274	fish	Riverside	1.5777 mph	1.345	0.9444 m^3	1809	451	-0.7018	1205	-271	647	1941
1	747 N	-0.8047	fish	Sacramento	2.0543 mph	0.4677	1.3973 m^3	1690	1799	0.5249	1246	511	1018	204
0	1140 N	0.3027	reptile	Stockton	-0.1786 mph	1.3267	0.2351 m^3	-479	462	0.2864	2038	-210	-53	-885
2	-884 N	0.1924	bird	San Jose, Anaheim, Oakland, Los Angeles	0.6332 mph	0.6049	2.3921 m^3	384	1212	-0.1291	-761	802	686	351
0	1001 N	0.323	reptile	Fresno, San Diego	0.6497 mph	1.1989	-0.4378 m^3	717	750	0.3182	1166	-148	1972	939
1	1246 N	2.3153	rat	Santa Clarita, Sacramento	0.1422 mph	0.4066	1.2739 m^3	458	-162	0.7377	-1583	1348	952	815
2	2103 N	-0.2178	hamster	N/A	-0.3853 mph	0.7926	-1.3844 m^3	895	28	-0.0777	-2184	1634	1107	-176
0	-708 N	-1.5226	dog	Bakersfield, San Diego	-1.338 mph	1.4415	-0.3324 m^3	368	-11	0.05	489	1123	190	
0	-546 N	0.9199	chicken	Long Beach, San Diego, Chula Vista, Bakersfield, Fremont, Fresno	-0.6779 mph	-0.1182	-0.9406 m^3	206	2139	1.0342	2177	-212	282	494
2	876 N	0.0743	bird	San Jose, Anaheim, San Bernardino	-0.4214 mph	0.7709	1.1429 m^3	-83	466	-0.2401	1072	1735	558	-1059
1	1720 N	0.6815	rat	Sacramento	1.1946 mph	-0.3474	0.2861 m^3	1694	464	-0.5962	837	1143	-150	250
1	1249 N	0.6706	rat	Santa Clarita	-0.276 mph	-1.5439	2.9676 m^3	2416	867	0.3343	-969	183	NULL	2440
0	-904 N	0.2766	reptile	Chula Vista, Bakersfield, Fremont, Fresno, Long Beach	0.266 mph	0.7897	0.4879 m^3	612	512	0.9934	-544	340	1035	552
1	317 N	0.5595	fish	Santa Clarita	0.2798 mph	2.037	0.3358 m^3	704	-443	0.3865	-1417	399	1888	718
2	-151 N	0.393	guinea pig	Oakland	0.2129 mph	0.1062	1.1656 m^3	-301	839	0.7337	-9	385	967	1633
2	1561 N	-0.5035	pig	Oakland	0.1755 mph	-0.2295	1.7015 m^3	-1201	139	0.8194	-721	1322	2051	-729
0	-636 N	0.1519	reptile	Chula Vista, Fremont, Bakersfield, Irvine	0.6403 mph	1.0146	1.1183 m^3	13	-141	0.2618	-557	-824	899	105
0	1182 N	0.2134	chicken	Irvine, Chula Vista, Fremont, Bakersfield, Long Beach, San Diego	-0.6248 mph	2.5997	-0.8266 m^3	366	-109	0.7001	2192	318	1311	755
1	862 N	1.8447	rat	Riverside	-0.439 mph	-1.5055	0.56 m^3	1281	-6	0.1312	-102	612	776	506
0	826 N	0.6706	dog	Fremont, Bakersfield, San Diego, Fresno, Irvine, Chula Vista	-1.1479 mph	1.3529	0.1962 m^3	722	1933	1.3864	391	-176	488	444
0	765 N	1.706	reptile	Santa Clarita, Riverside	0.0662 mph	0.8606	0.3782 m^3	727	551	0.5236	-1446	754	1306	-561
3	561 N	-0.5824	rabbit	Stockton, Santa Ana	0.0881 mph	0.9192	-0.217 m^3	249	760	-0.9896	-65	963	710	-102
0	-533 N	0.4124	chicken	Irvine, Fresno, San Diego, Long Beach, Bakersfield, Fremont	-1.6836 mph	2.4905	0.189 m^3	3	-664	0.8558	1283	1397	949	-487
3	-1405 N	1.3178	ferret	Santa Ana	0.6018 mph	1.1598	1.3049 m^3	-13	417	0.1198	2276	510	69	-1177
3	518 N	0.4251	rabbit	San Francisco	-0.0977 mph	0.3677	-0.0734 m^3	-526	343	0.9551	1226	-38	858	-222
1	769 N	0.6984	rat	NULL	0.5813 mph	-0.1762	1.7124 m^3	1467	350	-0.8452	1167	764	900	1486
2	486 N	-0.5831	cat	Anaheim, Oakland, Modesto, Los Angeles	0.606 mph	1.4655	0.6389 m^3	-633	908	0.8676	-233	1051	2412	-274
0	2161 N	1.0425	reptile	Chula Vista, Long Beach, Irvine, San Diego	-1.5806 mph	1.4107	0.0742 m^3	35	334	0.1652	952	492	107	-2357
3	-3 N	0.4722	rabbit	Riverside, Santa Clarita	0.8148 mph	0.66	-1.1856 m^3	1764	366	-0.388	-753	-1315	787	806
3	666 N	-0.4138	ferret	San Francisco, Stockton	1.1346 mph	0.6756	0.6066 m^3	-884	-508	-1.9538	-144	685	55	68
2	1729 N	-0.797	pig	Anaheim, San Bernardino	0.504 mph	1.1553	-0.6218 m^3	-975	45	0.4007	684	803	-269	676
3	627 N	-0.2953	rabbit	San Francisco, Santa Ana	-0.4014 mph	0.1542	0.5102 m^3	-636	673	0.5276	1506	-1100	1570	666
2	888 N	1.0001	bird	Moreno Valley, Modesto	0.9879 mph	-0.5723	2.3423 m^3	727	232	0.6833	1386	350	-131	-465
1	913 N	1.4281	rat	Riverside, Santa Clarita	1.3417 mph	-0.1935	-0.4514 m^3	1443	672	0.3977	499	-19	856	?
0	-96 N	0.297	chicken	Long Beach, San Diego, Fremont, Fresno	0.719 mph	0.0418	-2.2259 m^3	665	-1021	0.5306	600	495	1295	797
2	317 N	0.6883	pig	Modesto, Los Angeles, Anaheim, San Bernardino	1.6786 mph	1.5985	-0.8129 m^3	419	-962	-0.0454	220	1986	1251	958
2	999 N	1.1489	guinea pig	Moreno Valley, Oakland, San Jose, San Bernardino, Anaheim, Modesto	-0.5062 mph	-0.0756	-0.1836 m^3	587	564	1.4027	-1285	342	1059	-438
1	588 N	0.4974	fish	Riverside, Santa Clarita	1.0642 mph	0.5909	1.1896 m^3	1776	60	0.2516	977	552	634	622
3	-330 N	0.1898	ferret	Stockton	1.7126 mph	-0.2625	-0.0965 m^3	-1257	-295	-0.3536	859	833	573	71
2	1101 N	0.6336	cat	Los Angeles, Modesto	1.1019 mph	0.9188	0.403 m^3	-346	0	0.3891	-524	-73	701	1333
1	-325 N	1.6654	rat	Riverside	0.4761 mph	0.8838	3.1958 m^3	1383	-1212	-0.3346	-495	-239	1082	569
2	981 N	-0.6075	chicken	Modesto, Oakland, San Jose	-0.2027 mph	0.4097	0.8764 m^3	131	-965	0.2915	1304	1218	646	766
0	1178 N	0.6368	dog	Bakersfield	0.7293 mph	0.875	-0.3902 m^3	409	59	1.2771	634	202	360	-42
2	756 N	0.3537	cat	San Bernardino, Los Angeles, Moreno Valley, Anaheim	1.7413 mph	1.5294	0.8285 m^3	-586	1641	1.1093	-129	430	823	777
2	562 N	1.285	hamster	Oakland	1.4102 mph	0.332	-0.2767 m^3	1406	-417	0.204	-244	1258	1103	417
3	1171 N	0.9516	ferret	Santa Ana, Stockton	0.5604 mph	0.8936	0.7869 m^3	-508	-898	-0.4005	-1139	54	212	403
1	-780 N	0.9376	rat	Riverside, Sacramento	0.8366 mph	1.741	1.8035 m^3	1549	613	0.3345	-1726	-1479	1709	1098
3	1388 N	-0.2641	rabbit	Stockton	-0.6406 mph	0.4921	-0.356 m^3	162	1015	-0.8004	-1115	1232	754	120
2	1384 N	None	dog	Oakland, Moreno Valley	0.1883 mph	-1.5375	1.5439 m^3	-372	732	0.3777	-1092	625	1663	-1148
0	-1119 N	0.0206	chicken	Chula Vista, Long Beach	?	2.1304	-0.0286 m^3	-1321	23	-0.2949	30	-817	1577	-1351
1	-1666 N	1.2289	fish	Riverside, Santa Clarita	0.6657 mph	1.0116	1.7624 m^3	321	471	0.6457	347	-118	1047	2056
2	323 N	0.9664	guinea pig	San Jose, San Bernardino, Los Angeles, Oakland, Modesto, Moreno Valley	0.2728 mph	0.0662	0.2784 m^3	-635	121	0.5207	1206	123	508	321
1	-42 N	2.2046	fish	Riverside	1.3284 mph	-0.2805	0.6764 m^3	202	-451	-0.1553	235	-919	1372	957
0	607 N	1.5984	ferret	Long Beach, Bakersfield, Irvine, San Diego, Fresno	0.7188 mph	1.8899	-0.8297 m^3	1035	248	-0.4378	-31	-58	2587	531
1	-426 N	1.2009	rat	Riverside, Santa Clarita	1.1855 mph	1.4263	0.1438 m^3	712	1558	-0.2828	-767	195	1143	1996
3	-848 N	0.6342	ferret	Stockton, San Francisco	1.8636 mph	1.1827	-0.3015 m^3	-876	956	-0.2139	-878	1317	1690	-822
1	888 N	0.8154	rat	Santa Clarita	-0.2042 mph	0.1897	0.584 m^3	1698	-452	0.4513	-1598	-221	-701	474
1	-540 N	0.7334	rat	Sacramento	0.7032 mph	-0.2033	1.0605 m^3	952	802	-0.1534	382	-70	-679	-1000
0	-812 N	0.8406	rabbit	Fresno	-0.6877 mph	0.4352	0.6707 m^3	63	78	-0.201	1566	-510	-1448	508
2	1100 N	-0.4882	guinea pig	Los Angeles, Moreno Valley, Oakland, Modesto, San Bernardino, San Jose	1.8498 mph	1.1996	0.7477 m^3	382	570	0.9781	235	1307	-632	790
3	1450 N	0.7964	ferret	Santa Ana, San Francisco	-0.4125 mph	1.1716	0.5189 m^3	-1257	-802	-0.051	57	-118	2587	756
3	-1176 N	-0.076	ferret	Santa Ana, Stockton	0.1986 mph	1.5563	-0.4125 m^3	-414	161	1.7968	1296	-186	395	897
2	1435 N	1.5129	hamster	San Jose, Moreno Valley, San Bernardino, Modesto, Oakland	-0.199 mph	-0.0822	1.3422 m^3	20	-257	0.4651	-544	-273	-247	-170
1	1603 N	2.2307	rat	Santa Clarita, Sacramento	0.272 mph	-0.4399	-0.0224 m^3	1033	-992	-0.0819	-1274	-292	105	672
0	1293 N	1.0115	reptile	Irvine, Fresno, Fremont, Chula Vista	-0.5208 mph	1.0096	-0.3877 m^3	238	981	0.4019	316	321	-1290	651
1	-702 N	1.5552	RAT	Santa Clarita, Sacramento	1.1957 mph	0.6935	-0.5303 m^3	622	1868	0.2701	716	620	-81	555
1	2066 N	1.2503	rat	Riverside, Santa Clarita	1.4406 mph	1.6952	0.5869 m^3	-100	637	0.7992	-35	894	2599	-250
3	644 N	0.4104	rabbit	Santa Ana, San Francisco	0.6183 mph	2.5113	None	-11	621	0.3256	371	-53	833	-678
3	-109 N	0.7834	pig	San Francisco	0.6368 mph	0.2543	1.0377 m^3	182	356	-0.3773	108	620	1135	30
0	372 N	0.8103	reptile	Chula Vista, Fremont, Fresno	1.4809 mph	-0.7023	2.0697 m^3	-149	938	-0.5799	2608	36	-35	971
